description,location,latitude,longitude,reference_code,violation_type,recording_date,source,keywords,youtube_id,landmarks,weather_in_media,languages,clothes_and_uniforms,sex,weapons_used,edited,file_size,device_used_to_record,media_content_type,chain_of_custody_notes,finding_aids,international_instrument,urls_and_news,related_incidents,page_title,video_url
Civil Defense || Idlib || Russian warplanes bombs targets civilians with Forbidden internationally bombs in Jabal AL zaweya, None," 35°42'34.58""N"," 36°30'27.74""E", RU_1934,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 7:11 p.m.", الدفاع المدني ادلب-Idlib civil defense, None,https://www.youtube.com/watch?v=-pqBqFNmIPE, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1934,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20_%20%d8%a7%d8%af%d9%84%d8%a8%20_%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d8%b3%d8%aa%d9%87%d8%af%d9%81%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%d9%8a%d9%86%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d9%85%d8%ad%d8%b1%d9%85%d8%a9%20%d8%af%d9%88%d9%84%d9%8a%d8%a7%d9%8b%20%d8%a8%d8%ac%d8%a8%d9%84%20%d8%a7%d9%84%d8%b2%d8%a7%d9%88%d9%8a%d8%a9--pqBqFNmIPE.mkv
The Russian aircraft used internationally banned phosphorus bombs to bomb civilians countryside Idlib, None, 35.710568, 36.640649, RU_1935,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 5:33 p.m.", Step News Agency, None,https://www.youtube.com/watch?v=aesD9IOyPoY, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1935,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%aa%d8%b3%d8%aa%d8%ae%d8%af%d9%85%20%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d9%81%d9%88%d8%b3%d9%81%d9%88%d8%b1%20%d9%85%d8%ad%d8%b1%d9%85%d8%a9%20%d8%af%d9%88%d9%84%d9%8a%d8%a7%20%d9%81%d9%8a%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%d9%8a%d9%86%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%a7%d8%af%d9%84%d8%a8-aesD9IOyPoY.mp4
Video shows bombing bombs believed to be phosphorous dropped by  Russian aggression aircraft on the countryside of Idlib, None, 35.710568, 36.640649, RU_1936,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 5:09 p.m.", almarra today, None,https://www.youtube.com/watch?v=UHbei_CdKPE, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1936,https://media.syrianarchive.org/files/russian_attacks/%d9%81%d9%8a%d8%af%d9%8a%d9%88%20%d9%8a%d9%88%d8%b6%d8%ad%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a8%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d9%8a%d8%b9%d8%aa%d9%82%d8%af%20%d8%a8%d8%a3%d9%86%d9%87%d8%a7%20%d9%81%d9%88%d8%b3%d9%81%d9%88%d8%b1%d9%8a%d8%a9%20%d8%a3%d9%84%d9%82%d8%aa%d9%87%d8%a7%20%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b9%d8%af%d9%88%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%b1%d9%8a%d9%81%20%d8%a7%d8%af%d9%84%d8%a8-UHbei_CdKPE.mkv
"The moment of the bombing of Russian aircraft  phosphorous bombs to the villages and towns of Zawiya Mountain countryside # of Idlib
", None," 35°42'34.58""N"," 36°30'27.74""E", RU_1937,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 5:06 p.m.", maara media center, None,https://www.youtube.com/watch?v=4_on__k7Q9o, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1937,https://media.syrianarchive.org/files/russian_attacks/%d9%84%d8%ad%d8%b8%d8%a9%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d9%81%d9%88%d8%b3%d9%81%d9%88%d8%b1%d9%8a%d8%a9%20%d9%84%d9%82%d8%b1%d9%89%20%d9%88%d8%a8%d9%84%d8%af%d8%a7%d8%aa%20%d8%ac%d8%a8%d9%84%20%d8%a7%d9%84%d8%b2%d8%a7%d9%88%d9%8a%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%23%d8%a5%d8%af%d9%84%d8%a8-4_on__k7Q9o.mkv
"The moment of the fall of phosphorous bombs of Russian warplanes on the eastern countryside Maart Al noman
", IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1938,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 4:02 p.m.", Step News Agency, None,https://www.youtube.com/watch?v=49jEqrdECTE, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1938,https://media.syrianarchive.org/files/russian_attacks/%d9%84%d8%ad%d8%b8%d8%a9%20%d8%b3%d9%82%d9%88%d8%b7%20%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d9%81%d9%88%d8%b3%d9%81%d9%88%d8%b1%d9%8a%d8%a9%20%d9%85%d9%86%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%b1%d9%8a%d9%81%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%a7%d9%84%d8%b4%d8%b1%d9%82%d9%8a%2012%2011%202015-49jEqrdECTE.mkv
"Important Media Hama northern countryside Kafr Zita monitoring  Russian warplanes and Mediterranee during the bombardment of the city
", HAMA : KafrZita, 35.373461, 36.601458, RU_1939,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 1:36 p.m.", Kafrzita, None,https://www.youtube.com/watch?v=05o7Gx2Tgvc, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1939,https://media.syrianarchive.org/files/russian_attacks/%d9%87%d9%80%d9%80%d8%a7%d9%85%20%d9%84%d9%84%d8%a7%d8%b9%d9%84%d8%a7%d9%85%20%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%20%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%20%d9%83%d9%81%d8%b1%d8%b2%d9%8a%d8%aa%d8%a7%20%d8%b1%d8%b5%d8%af%20%d9%84%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%88%d8%a7%d9%84%d9%86%d8%b5%d9%8a%d8%b1%d9%8a%20%d8%a7%d8%ab%d9%86%d8%a7%d8%a1%20%d9%82%d8%b5%d9%81%20%d9%84%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%2012%2011%2020-05o7Gx2Tgvc.mkv
Scared children after shelling by Russian aircrafts on Ghariyah., DARAA : Eastern Al-Ghariyah, 32.6783603, 36.2606822, RU_1940,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 12:28 p.m.", ابو سندس الحوراني-Abo Sundos alhorany, None,https://www.youtube.com/watch?v=5L4Enmf30vs, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1940,https://media.syrianarchive.org/files/russian_attacks/%d8%ad%d8%a7%d9%84%d8%a9%20%d8%ae%d9%88%d9%81%20%d8%a7%d9%84%d8%a7%d8%b7%d9%81%d8%a7%d9%84%20%d8%a8%d8%b9%d8%af%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d9%8a%d8%a9-5L4Enmf30vs.mp4
Qassioun Agency | Monitoring of Russian fighter jets in the skies of the countryside of Daraa, DARAA, 32.6228886, 36.0819402, RU_1941,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 11:27 a.m.", Qasion news agency, None,https://www.youtube.com/watch?v=4bI0fd34fj8, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1941,https://media.syrianarchive.org/files/russian_attacks/%d9%88%d9%83%d8%a7%d9%84%d8%a9%20%d9%82%d8%a7%d8%b3%d9%8a%d9%88%d9%86_%20%d8%b1%d8%b5%d8%af%20%d8%a7%d9%84%d9%85%d9%82%d8%a7%d8%aa%d9%84%d8%a7%d8%aa%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%d8%a9%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d9%81%d9%8a%20%d8%b3%d9%85%d8%a7%d8%a1%20%d8%b1%d9%8a%d9%81%20%d8%af%d8%b1%d8%b9%d8%a7%2012-11-2015-4bI0fd34fj8.mkv
"Moment of targeting Arbin City with two strikes by the Russian warplanes
", DAMASCUS : Eastern Ghouta, 33.5296468, 36.3848593, RU_1942,"
            Alleged civilian casualties from Russian attacks"," Nov. 12, 2015, 11 a.m.", SMO Syria, None,https://www.youtube.com/watch?v=DSLSJ2AwcSc, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1942,https://media.syrianarchive.org/files/russian_attacks/%d9%84%d8%ad%d8%b8%d8%a9%20%d8%a5%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%b9%d8%b1%d8%a8%d9%8a%d9%86%20%d8%a8%d8%ba%d8%a7%d8%b1%d8%aa%d9%8a%d9%86%20%d8%ac%d9%88%d9%8a%d8%aa%d9%8a%d9%86%20%d9%85%d9%86%20%d9%82%d8%a8%d9%84%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%2012%2011%202015-DSLSJ2AwcSc.mp4
Desctruction in Al nour mosque as a result of the Russian airstrikes, HOMS : Ter Maela, 34.8015188, 36.7085659, RU_1943,"
            Alleged civilian casualties from Russian attacks"," Nov. 11, 2015, 5:48 p.m.", Radio Al-Kul, None,https://www.youtube.com/watch?v=PZGqP2-Bgpk, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1943,https://media.syrianarchive.org/files/russian_attacks/
"Russian warplanes bombed the city of Al-Lataminah countryside of Hama
", HAMA : latamneh, 35.326749, 36.621766, RU_1944,"
            Alleged civilian casualties from Russian attacks"," Nov. 11, 2015, 9:53 a.m.", محمود الحموي-Mahmoud Alhamwi, None,https://www.youtube.com/watch?v=qfLLF7oN_-k, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1944,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d9%82%d8%b5%d9%81%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2011%2011%202015-qfLLF7oN_-k.mkv
"Albu kamal moment of the fall of the second missile on civilians
", DEIR EZZOR : Al Bukamal, 34.4505521, 40.9170636, RU_1945,"
            Alleged civilian casualties from Russian attacks"," Nov. 10, 2015, 6:15 p.m.", منتدى الثورة السورية-Syrian revolution forum, None,https://www.youtube.com/watch?v=n4PAsMWP_Cs, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1945,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%a8%d9%88%d9%83%d9%85%d8%a7%d9%84%20%d9%84%d8%ad%d8%b8%d8%a9%20%d8%b3%d9%82%d9%88%d8%b7%20%d8%a7%d9%84%d8%b5%d8%a7%d8%b1%d9%88%d8%ae%20%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%d9%8a%d9%86-n4PAsMWP_Cs.mp4
" Qassioun Agency | The bombing of cluster rockets from Mount Zine El Abidine on the town Alhbit Idlib countryside
", IDLIB : Hobait, 35.4387845, 36.5363219, RU_1946,"
            Alleged civilian casualties from Russian attacks"," Nov. 10, 2015, 5:37 p.m.", Qasion news agency, None,https://www.youtube.com/watch?v=koWfIMdhnOo, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1946,https://media.syrianarchive.org/files/russian_attacks/%d9%88%d9%83%d8%a7%d9%84%d8%a9%20%d9%82%d8%a7%d8%b3%d9%8a%d9%88%d9%86_%20%d9%82%d8%b5%d9%81%20%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d9%85%d9%86%20%d8%ac%d8%a8%d9%84%20%d8%b2%d9%8a%d9%86%20%d8%a7%d9%84%d8%b9%d8%a7%d8%a8%d8%af%d9%8a%d9%86%20%d8%b9%d9%84%d9%89%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%a7%d9%84%d9%87%d8%a8%d9%8a%d8%b7%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%a7%d8%af%d9%84%d8%a8%2010-11-2015-koWfIMdhnOo.mkv
# Witness the moment the Russian warplanes bombed the village of Kafer Naha with explosive missile and plumes of black smoke, ALEPPO : Kafar Naha," 36°9'56""N"," 36°58'32""E", RU_1947,"
            Alleged civilian casualties from Russian attacks"," Nov. 10, 2015, 5:08 p.m.", Mohammed Rasoul, None,https://www.youtube.com/watch?v=rayqaWbIyyY, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1947,https://media.syrianarchive.org/files/russian_attacks/%23%d8%b4%d8%a7%d9%87%d8%af%20%d9%84%d8%ad%d8%b8%d8%a9%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%82%d8%b1%d9%8a%d8%a9%20%d9%83%d9%81%d8%b1%d9%86%d8%a7%d9%87%d8%a7%20%d8%a8%d8%b5%d8%a7%d8%b1%d9%88%d8%ae%20%d9%85%d8%aa%d9%81%d8%ac%d8%b1%20%d9%88%d8%aa%d8%b5%d8%a7%d8%b9%d8%af%20%d8%a3%d8%b9%d9%85%d8%af%d8%a9%20%d8%a7%d9%84%d8%af%d8%ae%d8%a7%d9%86%202015_11_10%20.-rayqaWbIyyY.mp4
" Qassioun Agency | Russian Airstrike on the town  Kvrenbaudh Hama countryside
", HAMA : Kafr Nabudah, 35.433661, 36.49441, RU_1948,"
            Alleged civilian casualties from Russian attacks"," Nov. 10, 2015, 4:56 p.m.", Qasion news agency, None,https://www.youtube.com/watch?v=gEn3Cb59ols, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1948,https://media.syrianarchive.org/files/russian_attacks/%d9%88%d9%83%d8%a7%d9%84%d8%a9%20%d9%82%d8%a7%d8%b3%d9%8a%d9%88%d9%86_%20%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%a8%d9%84%d8%af%d8%a9%20%d9%83%d9%81%d8%b1%d9%86%d8%a8%d9%88%d8%af%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2010-11-2015-gEn3Cb59ols.mp4
"Khan Shaykhun more than 100 Russian rocket targeting the city shortly before
", IDLIB : Khan Shaykhun, 35.44111, 36.647174, RU_1949,"
            Alleged civilian casualties from Russian attacks"," Nov. 10, 2015, 4:29 p.m.", ابو يوشع حمص, None,https://www.youtube.com/watch?v=BU6WEzsEzJA, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1949,https://media.syrianarchive.org/files/russian_attacks/%d8%ae%d8%a7%d9%86%20%d8%b4%d9%8a%d8%ae%d9%88%d9%86%20%d8%a7%d9%83%d8%ab%d8%b1%20%d9%85%d9%86%20100%20%d8%b5%d8%a7%d8%b1%d9%88%d8%ae%20%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d8%b3%d8%aa%d9%87%d8%af%d9%81%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%82%d8%a8%d9%84%20%d9%82%d9%84%d9%8a%d9%84-BU6WEzsEzJA.mkv
The moment of the bombing of Russian warplanes village Kfernaha with two  vacuum bombs, ALEPPO : Kafar Naha, 36.1647253, 36.9886833, RU_1950,"
            Alleged civilian casualties from Russian attacks"," Nov. 10, 2015, 3:14 p.m.", Mohammed Rasoul, None,https://www.youtube.com/watch?v=74-u5Vpo-gY, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1950,https://media.syrianarchive.org/files/russian_attacks/%d9%84%d8%ad%d8%b8%d8%a9%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%82%d8%b1%d9%8a%d8%a9%20%d9%83%d9%81%d8%b1%d9%86%d8%a7%d9%87%d8%a7%20%d8%a8%d9%82%d9%86%d8%a8%d9%84%d8%aa%d9%8a%d9%86%20%d9%81%d8%b1%d8%a7%d8%ba%d9%8a%d8%aa%d9%8a%d9%86%202015_11_10-74-u5Vpo-gY.mp4
"Qassioun Agency | Bombardment with cluster missiles leaves four victims in Obin camp north of Lattakia 9/11/2015
", LATTAKIA : obin," 35°44'24.14""N"," 36° 6'17.93""E", RU_1951,"
            Alleged civilian casualties from Russian attacks"," Nov. 9, 2015, 7:59 p.m.", Qasion news agency, None,https://www.youtube.com/watch?v=Y3uf1giuzfY, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1951,https://media.syrianarchive.org/files/russian_attacks/%d9%88%d9%83%d8%a7%d9%84%d8%a9%20%d9%82%d8%a7%d8%b3%d9%8a%d9%88%d9%86_%20%d9%82%d8%b5%d9%81%20%d8%a8%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d9%8a%d8%ae%d9%84%d9%81%204%20%d8%b6%d8%ad%d8%a7%d9%8a%d8%a7%20%d9%81%d9%8a%20%d9%85%d8%ae%d9%8a%d9%85%20%d8%a3%d9%88%d8%a8%d9%8a%d9%86%20%d8%b4%d9%85%d8%a7%d9%84%20%d8%a7%d9%84%d9%84%d8%a7%d8%b0%d9%82%d9%8a%d8%a9%209-11-2015-Y3uf1giuzfY.mp4
Qassioun Agency | The effects of Russian air strikes on  ninth medical  point in the town of  Altmanah Idlieb countryside, IDLIB : Tamana'ah nahiyah, 35.4558544, 36.7501276, RU_1952,"
            Alleged civilian casualties from Russian attacks"," Nov. 9, 2015, 6:56 p.m.", Qasion news agency, None,https://www.youtube.com/watch?v=CvXSXww2tZY, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1952,https://media.syrianarchive.org/files/russian_attacks/%d9%88%d9%83%d8%a7%d9%84%d8%a9%20%d9%82%d8%a7%d8%b3%d9%8a%d9%88%d9%86_%20%d8%a2%d8%ab%d8%a7%d8%b1%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%a7%d9%84%d9%86%d9%82%d8%b7%d8%a9%20%d8%a7%d9%84%d8%b7%d8%a8%d9%8a%d8%a9%20%d8%a7%d9%84%d8%aa%d8%a7%d8%b3%d8%b9%d8%a9%20%d9%81%d9%8a%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%a7%d9%84%d8%aa%d9%85%d8%a7%d9%86%d8%b9%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%a5%d8%af%d9%84%d8%a8%209-11-2015-CvXSXww2tZY.mkv
"The bombing of cluster rockets on the city of Kafr Zita Hama countryside
", HAMA : KafrZita, 35.373461, 36.601458, RU_1953,"
            Alleged civilian casualties from Russian attacks"," Nov. 9, 2015, 3:20 p.m.", محمود الحموي-Mahmoud Alhamwi, None,https://www.youtube.com/watch?v=m5n3suJH5OY, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1953,https://media.syrianarchive.org/files/russian_attacks/%d9%82%d8%b5%d9%81%20%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%83%d9%81%d8%b1%d8%b2%d9%8a%d8%aa%d8%a7%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2010%2011%202015-m5n3suJH5OY.mkv
massacre of the Russian aircraft bombing a popular market in Maart al noman Idlib countryside , IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1954,"
            Alleged civilian casualties from Russian attacks"," Nov. 9, 2015, 10:22 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=qrjH6LJG0yU, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1954,https://media.syrianarchive.org/files/russian_attacks/%d9%85%d8%ac%d8%b2%d8%b1%d8%a9%20%d9%81%d9%8a%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%b3%d9%88%d9%82%d8%a7%d9%8b%20%d8%b4%d8%b9%d8%a8%d9%8a%d8%a7%d9%8b%20%d9%81%d9%8a%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%a5%d8%af%d9%84%d8%a8-qrjH6LJG0yU.mp4
Civil defense opens streets and remove the rubble of Russian air strike on West Side in Maart , IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1955,"
            Alleged civilian casualties from Russian attacks"," Nov. 8, 2015, 8:52 p.m.", almarra today, None,https://www.youtube.com/watch?v=smfburBE46U, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1955,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d9%81%d8%aa%d8%ad%20%d8%a7%d9%84%d8%b4%d9%88%d8%a7%d8%b1%d8%b9%20%d9%88%d8%a5%d8%b2%d8%a7%d9%84%d8%a9%20%d8%b1%d9%83%d8%a7%d9%85%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%a7%d9%84%d8%ad%d9%8a%20%d8%a7%d9%84%d8%ba%d8%b1%d8%a8%d9%8a%20%d9%81%d9%8a%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%208-11-2015-smfburBE46U.mp4
"Albu kamal massive scale of destruction as a result of Russian bombing
", DEIR EZZOR : Al Bukamal, 34.4505521, 40.9170636, RU_1956,"
            Alleged civilian casualties from Russian attacks"," Nov. 8, 2015, 6:27 p.m.", منتدى الثورة السورية-Syrian revolution forum, None,https://www.youtube.com/watch?v=Mua4dRKhU3Q, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1956,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%a8%d9%88%d9%83%d9%85%d8%a7%d9%84%20%d8%ad%d8%ac%d9%85%20%d8%a7%d9%84%d8%af%d9%85%d8%a7%d8%b1%20%d8%a7%d9%84%d9%87%d8%a7%d8%a6%d9%84%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a-Mua4dRKhU3Q.mp4
"Civil Defense takeing out a martyr of the rubble of a Russian air strike
", IDLIB : Saraqib nahiyah, 35.863558, 36.799534, RU_1957,"
            Alleged civilian casualties from Russian attacks"," Nov. 8, 2015, 6:04 p.m.", الدفاع المدني ادلب-Idlib civil defense, None,https://www.youtube.com/watch?v=8uf7fMtbB9g, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1957,https://media.syrianarchive.org/files/russian_attacks/%d8%b3%d8%b1%d8%a7%d9%82%d8%a8ll8%2011%202015%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d9%8a%d9%82%d9%88%d9%85%20%d8%a8%d8%a7%d8%ae%d8%b1%d8%a7%d8%ac%20%d8%b4%d9%87%d9%8a%d8%af%d8%a9%20%d9%85%d9%86%20%d8%a7%d9%86%d9%82%d8%a7%d8%b6%20%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%b1%d9%88%d8%b3%d9%8a%d8%a9-8uf7fMtbB9g.mkv
